CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,AÑO,MES,DIA_SEMANA,ES_FIN_SEMANA,HORA_NUM,FRANJA_HORARIA,REGION_NATURAL,CATEGORIA_SEVERIDAD,MORTALIDAD_MULTIPLE,LESION_MULTIPLE
CHOQUE,1,0,1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.012326,-77.011352,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2021,6,2,0,10,MAÑANA,COSTA,LEVE,0,0
CHOQUE,1,2,1,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.28184,-76.88049,NUBLADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2021,6,2,0,19,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,SAN MARTIN,EL DORADO,SAN MARTIN,URBANA,CARRETERA,DEPARTAMENTAL,SM-100,-6.516202452788468,-76.74214138703812,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,2021,6,2,0,19,NOCHE,SELVA,LEVE,0,0
CHOQUE,1,0,0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9661628,-77.0559275,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,6,2,0,20,NOCHE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,CUSCO,CANCHIS,MARANGANI,RURAL,CARRETERA,NACIONAL,PE-3S,-14.36536,-71.15689,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,3,0,1,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE CON OBJETO FIJO,1,0,1,LIMA,HUARAL,HUARAL,URBANA,CARRETERA,PROVINCIAL,LM-678,-11.484734969302387,-77.20606663562256,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,3,0,2,MADRUGADA,COSTA,LEVE,0,0
DESPISTE,1,0,1,LA LIBERTAD,TRUJILLO,LA ESPERANZA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-8.048035,-79.070344,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,3,0,13,TARDE,COSTA,LEVE,0,0
DESPISTE,1,1,1,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,RURAL,CARRETERA,PROVINCIAL,HU-1148,-10.007025,-76.45803,DESPEJADO,RURAL,SINUOSA,INCLINADA,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,3,0,18,NOCHE,SIERRA,LEVE,0,0
VOLCADURA,1,0,1,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.132164945357,-76.97838078248924,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),2021,7,3,0,20,NOCHE,COSTA,LEVE,0,0
DESPISTE,2,1,1,HUANUCO,PACHITEA,UMARI,RURAL,CARRETERA,PROVINCIAL,HU-840,-9.890068,-75.992688,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,4,0,2,MADRUGADA,SIERRA,GRAVE_MORTALIDAD,1,0
DESPISTE,1,0,1,HUANCAVELICA,TAYACAJA,AHUAYCHA,RURAL,CARRETERA,NACIONAL,PE-3S,-12.530598,-74.945567,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,4,0,6,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,1,2,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-17.209031,-70.940198,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2021,7,4,0,6,MAÑANA,COSTA,LEVE,0,0
CHOQUE,1,1,0,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.196577,-76.990935,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,4,0,15,TARDE,COSTA,LEVE,0,0
ATROPELLO,1,0,0,LIMA,LIMA,LOS OLIVOS,SIN_DATO,CARRETERA,NACIONAL,PE-1N,-11.967712,-77.067618,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,4,0,15,TARDE,COSTA,LEVE,0,0
CHOQUE,1,0,3,HUANCAVELICA,CHURCAMPA,ANCO,RURAL,CARRETERA,NACIONAL,PE-3S,-12.6850796376415,-74.5864762496305,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,4,0,17,TARDE,SIERRA,LEVE,0,0
DESPISTE,3,1,1,AREQUIPA,CARAVELI,CHAPARRA,RURAL,CARRETERA,PROVINCIAL,AR-514,-15.73168,-73.821106,DESPEJADO,RURAL,SINUOSA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,4,0,18,NOCHE,COSTA,GRAVE_MORTALIDAD,1,0
ATROPELLO FUGA,1,0,1,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-08,-7.305328,-79.443897,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,4,0,22,NOCHE,COSTA,LEVE,0,0
CHOQUE,1,0,1,LIMA,LIMA,LA VICTORIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.059242242659254,-77.02981069274405,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2021,7,5,1,1,MADRUGADA,COSTA,LEVE,0,0
DESPISTE,1,0,1,CUSCO,CANCHIS,SICUANI,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-14.210094,-71.174294,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,5,1,1,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,4,2,CAJAMARCA,JAEN,BELLAVISTA,RURAL,CARRETERA,NACIONAL,PE-5N,-5.598685,-78.781379,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,5,1,10,MAÑANA,SIERRA,GRAVE_LESIONADOS,0,1
DESPISTE,1,0,1,PIURA,TALARA,MANCORA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-4.10401028138664,-81.04727978228925,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,5,1,12,TARDE,COSTA,LEVE,0,0
CHOQUE,3,10,2,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,RURAL,CARRETERA,DEPARTAMENTAL,LA-111,-6.590189,-79.785812,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,5,1,15,TARDE,COSTA,GRAVE_MORTALIDAD,1,1
CHOQUE,1,0,2,LA LIBERTAD,CHEPEN,PACANGA,RURAL,CARRETERA,NACIONAL,PE-1N,-7.178163,-79.4377261,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,5,1,19,NOCHE,COSTA,LEVE,0,0
CHOQUE,1,2,0,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.064744,-76.978404,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,5,1,19,NOCHE,COSTA,LEVE,0,0
CHOQUE,1,2,2,LAMBAYEQUE,LAMBAYEQUE,MORROPE,RURAL,CARRETERA,NACIONAL,PE-1N,-6.57292291453814,-79.9909434882227,DESPEJADO,RURAL,PASE A DESNIVEL,INCLINADA,ASFALTADA,SI,INFORMATIVA (I),PREVENTIVA (P),NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,5,1,20,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.00750801125261,-76.85646207678862,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2021,7,5,1,22,NOCHE,COSTA,LEVE,0,0
CHOQUE FUGA,1,0,0,AYACUCHO,CANGALLO,LOS MOROCHUCOS,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-13.57731,-74.18991,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,6,1,1,MADRUGADA,SIERRA,LEVE,0,0
VOLCADURA,1,0,0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.131299,-76.978347,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,6,1,3,MADRUGADA,COSTA,LEVE,0,0
CHOQUE,1,0,2,PUNO,SANDIA,SAN JUAN DEL ORO,RURAL,CARRETERA,NACIONAL,PE-34H,-14.210239112782633,-69.14277791443065,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,6,1,8,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,0,2,CUSCO,CANAS,LANGUI,URBANA,CARRETERA,PROVINCIAL,CU-1719,-14.4832,-71.255,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2021,7,6,1,13,TARDE,SIERRA,LEVE,0,0
ATROPELLO,1,2,1,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,URBANA,CALLE,URBANO,NO CORRESPONDE,-16.44527,-71.51142,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,6,1,16,TARDE,COSTA,LEVE,0,0
CHOQUE,1,0,2,AREQUIPA,ISLAY,COCACHACRA,RURAL,CARRETERA,NACIONAL,PE-1S,-16.88814,-71.846429,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,6,1,17,TARDE,COSTA,LEVE,0,0
DESPISTE,1,1,1,APURIMAC,ANDAHUAYLAS,ANDARAPA,RURAL,CARRETERA,PROVINCIAL,AP-575,-13.516836,-73.356453,SOLEADO,RURAL,CURVA,INCLINADA,CASCAJO/RIPIO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,7,6,1,17,TARDE,SIERRA,LEVE,0,0
DESPISTE,1,0,1,HUANUCO,HUANUCO,QUISQUI (KICHKI),RURAL,CARRETERA,PROVINCIAL,HU-1105,-9.899559,-76.434697,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,6,1,18,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,0,2,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,URBANA,CARRETERA,NACIONAL,PE-5N,-6.065207,-76.923387,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,2021,7,6,1,18,NOCHE,SELVA,LEVE,0,0
ATROPELLO,1,0,1,CALLAO,CALLAO,VENTANILLA,URBANA,CARRETERA,NACIONAL,PE-20,-11.915812389435017,-77.12852595735622,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2021,7,6,1,19,NOCHE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,CUSCO,CANCHIS,SICUANI,RURAL,CARRETERA,NACIONAL,PE-3S,-14.305062,-71.210537,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,6,1,22,NOCHE,SIERRA,LEVE,0,0
DESPISTE,1,0,1,CAJAMARCA,HUALGAYOC,BAMBAMARCA,RURAL,CARRETERA,PROVINCIAL,CA-966,-6.6377064,-78.48006483,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,SI,PREVENTIVA (P),SIN_DATO,NO,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,2021,7,0,0,7,MAÑANA,SIERRA,LEVE,0,0
DESPISTE,1,2,1,CALLAO,CALLAO,VENTANILLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.846209305910964,-77.13424790406403,DESPEJADO,RESIDENCIAL,OTRO,INCLINADA,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,7,0,0,17,TARDE,COSTA,LEVE,0,0
ATROPELLO,1,0,0,AREQUIPA,AREQUIPA,CAYMA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-16.3895257,-71.5478585,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,0,0,17,TARDE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.001002,-77.090998,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,0,0,21,NOCHE,COSTA,LEVE,0,0
DESPISTE,2,0,1,PUNO,SANDIA,SAN JUAN DEL ORO,RURAL,CARRETERA,NACIONAL,PE-34H,-14.211377970111968,-69.1442638354776,DESPEJADO,RURAL,CURVA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,7,1,0,6,MAÑANA,SIERRA,GRAVE_MORTALIDAD,1,0
DESPISTE,2,2,1,LIMA,HUAURA,SAYAN,RURAL,CARRETERA,NACIONAL,PE-18,-11.191100360128829,-77.30334008873774,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,1,0,10,MAÑANA,COSTA,GRAVE_MORTALIDAD,1,0
ATROPELLO,1,0,1,LA LIBERTAD,TRUJILLO,TRUJILLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-8.11165,-79.01348,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,1,0,12,TARDE,COSTA,LEVE,0,0
CHOQUE,1,0,2,CUSCO,CUSCO,SAN JERONIMO,URBANA,VIA EXPRESA,URBANO,NO CORRESPONDE,-13.543829,-71.900762,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2021,7,1,0,19,NOCHE,SIERRA,LEVE,0,0
ATROPELLO FUGA,2,0,1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.990197,-77.015389,NUBLADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,1,0,20,NOCHE,COSTA,GRAVE_MORTALIDAD,1,0
CHOQUE,1,0,1,MADRE DE DIOS,TAMBOPATA,INAMBARI,RURAL,CARRETERA,NACIONAL,PE-30C,-12.885875129843052,-70.02098674946659,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,2,0,5,MADRUGADA,SELVA,LEVE,0,0
DESPISTE,2,1,1,APURIMAC,GRAU,GAMARRA,RURAL,CARRETERA,DEPARTAMENTAL,AP-113,-13.86392416157982,-72.50583311454133,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,7,2,0,6,MAÑANA,SIERRA,GRAVE_MORTALIDAD,1,0
ATROPELLO,1,0,1,JUNIN,CHUPACA,HUAMANCACA CHICO,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.07933,-75.24921,DESPEJADO,RURAL,OTRO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,VEHÍCULO MAL ESTACIONADO,2021,7,2,0,7,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,0,2,LA LIBERTAD,ASCOPE,RAZURI,RURAL,CARRETERA,NACIONAL,PE-1N,-7.6118045,-79.3688091,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,2021,7,2,0,7,MAÑANA,COSTA,LEVE,0,0
CHOQUE,1,0,0,LIMA,LIMA,COMAS,URBANA,CARRETERA,NACIONAL,PE-20A,-11.910779,-77.05586,NUBLADO,ESCOLAR,INTERSECCIÓN,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,2,0,11,MAÑANA,COSTA,LEVE,0,0
CHOQUE,8,8,3,TACNA,TACNA,LA YARADA LOS PALOS,RURAL,CARRETERA,NACIONAL,PE-1SD,-18.125966,-70.391346,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2021,7,2,0,16,TARDE,COSTA,GRAVE_MORTALIDAD,1,1
CHOQUE,2,1,2,PUNO,CHUCUITO,ZEPITA,RURAL,CARRETERA,NACIONAL,PE-3S,-16.43036876686359,-69.16751835808462,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,2,0,21,NOCHE,SIERRA,GRAVE_MORTALIDAD,1,0
CHOQUE,1,2,2,ANCASH,HUAYLAS,CARAZ,RURAL,CARRETERA,NACIONAL,PE-3N,-9.072865102671804,-77.78696410785597,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2021,7,3,0,2,MADRUGADA,SIERRA,LEVE,0,0
DESPISTE,1,3,1,TACNA,TACNA,ALTO DE LA ALIANZA,RURAL,CARRETERA,NACIONAL,PE-38,-17.995197,-70.262317,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,3,0,14,TARDE,COSTA,GRAVE_LESIONADOS,0,1
CHOQUE,1,0,2,LA LIBERTAD,PACASMAYO,PACASMAYO,RURAL,CARRETERA,NACIONAL,PE-1N,-7.407695,-79.557017,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,3,0,16,TARDE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,0,CAJAMARCA,CHOTA,CHOTA,URBANA,CARRETERA,NACIONAL,PE-3N,-6.5754156,-78.63548693,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,7,4,0,0,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,0,2,HUANUCO,LEONCIO PRADO,RUPA-RUPA,URBANA,PASAJE,URBANO,NO CORRESPONDE,-9.314544,-75.998179,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2021,7,4,0,3,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,0,0,LIMA,LIMA,RIMAC,URBANA,VIA EXPRESA,URBANO,NO CORRESPONDE,-12.038363,-77.016899,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,7,4,0,6,MAÑANA,COSTA,LEVE,0,0
ATROPELLO,1,0,0,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,URBANA,CARRETERA,PROVINCIAL,AP-672,-13.715679,-73.342001,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN,2021,7,4,0,8,MAÑANA,SIERRA,LEVE,0,0
